sample	ko	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun	norm_taxon_function_contrib
Chow1.081222	K00929	f7f14c67a1c50840a8ef794692062cb6	1230	1.4135461390653588	2	2460	2.8270922781307175	0.08055028285919451
Chow1.081222	K00929	f976060612d6bdcf6abfad0b377edfe1	1248	1.434232180124852	2	2496	2.8684643602497037	0.08172906748640223
Chow1.081222	K01034	0dfb156911e882a85d5c2d3188c04a99	51	0.05861044966856366	1	51	0.05861044966856366	0.01671035386631716
Chow1.081222	K01034	0ec2e0ccb96997982b7f8741fd743219	142	0.1631898794693341	1	142	0.1631898794693341	0.04652686762778506
Chow1.081222	K01034	21af6c12d3a71822b65d7a667ce73643	12	0.01379069403966203	1	12	0.01379069403966203	0.00393184796854521
Chow1.081222	K01034	343041f8768862350e157e72fdead68d	75	0.08619183774788773	1	75	0.08619183774788773	0.0245740498034076
Chow1.081222	K01034	60d38a56c64b47899fa21068df22d7b2	118	0.13560849139001002	1	118	0.13560849139001002	0.03866317169069463
Chow1.081222	K01034	6a0f79733f56aa0089569a95136bf180	1196	1.374472505952983	1	1196	1.374472505952983	0.3918741808650065
Chow1.081222	K01034	7c324c9774c3c0884d1e7487b1427a49	132	0.1516976344362824	2	264	0.3033952688725648	0.08650065530799476
Chow1.081222	K01034	837db9efa7c388ac65d7c49853d8335d	133	0.15284685893958758	2	266	0.30569371787917515	0.0871559633027523
Chow1.081222	K01034	8705f31bdca195e028e12a75eb594576	80	0.09193796026441356	1	80	0.09193796026441356	0.02621231979030144
Chow1.081222	K01034	947c41b884a84f94db71834935b84761	147	0.16893600198585995	1	147	0.16893600198585995	0.0481651376146789
Chow1.081222	K01034	9e2b7d2b41758e2e9d3d5bcf2d46d401	94	0.10802710331068596	1	94	0.10802710331068596	0.03079947575360419
Chow1.081222	K01034	d6317ad0ba4defe3caad18d224126043	77	0.08849028675449806	1	77	0.08849028675449806	0.02522935779816514
Chow1.081222	K01034	e2bebd0eb850939e3ab5c3627bc5f261	101	0.11607167483382216	1	101	0.11607167483382216	0.03309305373525557
Chow1.081222	K01034	f76e07facaf8c4f86c0364fe5b3f1d76	221	0.2539786152304425	1	221	0.2539786152304425	0.07241153342070773
Chow1.081222	K01034	fd2a9303e201839ddc223b25b6df6bcd	104	0.11951934834373765	2	208	0.2390386966874753	0.06815203145478375
Chow1.081222	K15873	0242e9db67c7b7776f27ab2c1bcd1459	17	0.01953681655618788	1	17	0.01953681655618788	0.01109298531810766
Chow1.081222	K15873	aed3a323c205af3963d0048e0ab7a118	843	0.968796256286258	1	843	0.968796256286258	0.5500815660685155
Chow1.081222	K15873	afa948719de108054c53424f996b0a60	463	0.5320909450302936	1	463	0.5320909450302936	0.3021207177814029
Chow1.081222	K15873	c105dd10cc034de47bb10bd567501178	56.5	0.06493118443674209	1	56.5	0.06493118443674209	0.03686786296900489
Chow1.081222	K15873	cede371693322893f8a6861d8d52c4ff	153	0.17583134900569097	1	153	0.17583134900569097	0.099836867862969
Chow1.081222	K15874	5eefe1c67a4852bd62c90dbcd2053008	48	0.05516277615864815	1	48	0.05516277615864815	1
Chow2.042122	K00929	149333c6d2f4279dc8d41b1cbca0d80b	4895	6.089330919992785	1	4895	6.089330919992785	0.26111540820953244
Chow2.042122	K00929	372196c62292d3025842487468cd1740	4	0.00497595989376325	1	4	0.00497595989376325	2.1337316299042e-4
Chow2.042122	K00929	39cbff547536f8dab49e5c071ffdeaba	1716	2.1346867944244368	1	1716	2.1346867944244368	0.09153708692289228
Chow2.042122	K00929	3aac77070a5a2f51034dab78dbc82691	13	0.01617186965473058	1	13	0.01617186965473058	6.9346277971888e-4
Chow2.042122	K00929	56806093f1e8cd1ddcacbfd93a7678d4	28	0.03483171925634279	1	28	0.03483171925634279	0.00149361214093297
Chow2.042122	K00929	5a2f127b35756159c6067ad886b357be	24	0.02985575936257953	1	24	0.02985575936257953	0.00128023897794254
Chow2.042122	K00929	65aca06371031dd4083b76d6038de128	494	0.6145310468797621	2	988	1.2290620937595242	0.05270317125863495
Chow2.042122	K00929	6eb3f747505b027607654373c88891d2	520	0.6468747861892233	2	1040	1.293749572378447	0.05547702237751047
Chow2.042122	K00929	8480b5ac155d0d08663454ed159b040e	391	0.4864000796153584	1	391	0.4864000796153584	0.02085722668231403
Chow2.042122	K00929	8485f8bcc2d63925f57401b01989997d	291	0.36200108227127686	1	291	0.36200108227127686	0.01552289760755341
Chow2.042122	K00929	88ab9af7bd6d8a09c14a812cb2082a79	101	0.1256429873175222	1	101	0.1256429873175222	0.00538767236550822
Chow2.042122	K00929	92c099f3482d20fcdf569983eed63e62	204	0.2537739545819261	1	204	0.2537739545819261	0.01088203131251167
Chow2.042122	K00929	9677010f7d64a2907fe7088970a9e268	90	0.11195909760967326	1	90	0.11195909760967326	0.00480089616728456
Chow2.042122	K00929	a156aa39aa1914bb1c4a4614142c5fe5	200	0.24879799468816283	1	200	0.24879799468816283	0.01066865814952124
Chow2.042122	K00929	c105bffdc5b8a1d14829a83840707e76	975	1.2128902241047936	1	975	1.2128902241047936	0.05200970847891606
Chow2.042122	K00929	c556507dff4aa8d3b1bf5a4e484ddbb6	302	0.3756849719791258	1	302	0.3756849719791258	0.01610967380577708
Chow2.042122	K00929	ca344e0c09ed83afd9798f6e0febcc31	421	0.5237197788185827	1	421	0.5237197788185827	0.02245752540474221
Chow2.042122	K00929	f919b82fdad02143e98d7c7095ff37a3	79	0.0982752079018243	2	158	0.1965504158036486	0.00842823993812178
Chow2.042122	K00929	fe4c45af45a1ced6777398479ca5025b	6905.5	8.59037276159554	1	6905.5	8.59037276159554	0.3683620942575947
Chow2.042122	K01034	0c7d1f89bd81138294da46f001b6710a	797	0.9914600088323288	1	797	0.9914600088323288	0.35804132973944297
Chow2.042122	K01034	8480b5ac155d0d08663454ed159b040e	391	0.4864000796153584	1	391	0.4864000796153584	0.17565139263252472
