	shannon_entropy
CDD02.Tc.HFHF.5.00	6.214307540682792
CDD02.Tc.HFHF.5.18	2.6611065756977546
CDD02.Tc.HFLF.1.00	5.59026782881994
CDD02.Tc.HFLF.1.18	1.6542216025540497
CDD02.Tc.HFLF.2.00	5.7063361413219305
CDD02.Tc.HFLF.2.18	1.602862173541599
CDD02.Tc.HFLF.3.00	6.577116942823186
CDD02.Tc.HFLF.3.18	1.7886121742792898
CDD02.Tc.HFLF.4.00	6.206883551477493
CDD02.Tc.HFLF.4.18	1.649556291332424
CDD02.Tc.HFLF.5.00	5.687935508637974
CDD02.Tc.HFLF.5.18	1.008061197367283
CDD02.Tc.LFHF.1.00	4.96867294320208
CDD02.Tc.LFHF.1.18	3.0304320163758343
CDD02.Tc.LFHF.2.00	4.858844164316214
CDD02.Tc.LFHF.2.18	2.5079067438587486
CDD02.Tc.LFHF.3.00	5.27244031735334
CDD02.Tc.LFHF.3.18	2.9142692142699227
CDD02.Tc.LFHF.4.00	5.971131674590188
CDD02.Tc.LFHF.4.18	2.590789515799401
CDD02.Tc.LFHF.5.00	5.344006692882257
CDD02.Tc.LFHF.5.18	2.283233983311691
CDD02.Tc.LFLF.1.00	6.392782451059217
CDD02.Tc.LFLF.1.18	2.0472794173543285
CDD02.Tc.LFLF.2.00	5.211005262059438
CDD02.Tc.LFLF.2.18	1.5356471895135428
CDD02.Tc.LFLF.3.00	5.247337801073663
CDD02.Tc.LFLF.3.18	1.9304711094138833
CDD02.Tc.LFLF.4.00	5.559337418757413
CDD02.Tc.LFLF.4.18	1.646089605357257
CDD02.Tc.LFLF.5.00	4.7431649393733135
CDD02.Tc.LFLF.5.18	2.031244924977717
CDD03.CR.Chow.1.00	5.115637795821943
CDD03.CR.Chow.1.18	3.285707388064435
CDD03.CR.Chow.2.00	5.185669285570531
CDD03.CR.Chow.2.18	2.9430872291039787
CDD03.CR.Chow.3.00	5.031243492267229
CDD03.CR.Chow.3.18	2.5694106424611647
CDD03.CR.Chow.4.00	4.519066341114115
CDD03.CR.Chow.4.18	3.299697917343529
CDD03.CR.Chow.5.00	5.180315216593074
CDD03.CR.Chow.5.18	2.4755063391561465
CDD03.CR.HFHF.1.00	4.416158214857917
CDD03.CR.HFHF.1.18	2.07830442852225
CDD03.CR.HFHF.2.00	4.518033337402191
CDD03.CR.HFHF.2.18	2.8440576194264318
CDD03.CR.HFHF.3.00	3.792891132786377
CDD03.CR.HFHF.3.18	2.052370076856105
CDD03.CR.HFHF.4.00	3.978733926163321
CDD03.CR.HFHF.4.18	2.1893816478673935
CDD03.CR.HFHF.5.00	4.616566234442446
CDD03.CR.HFHF.5.18	2.061276118740855
CDD03.CR.HFLF.1.00	5.105510648471941
CDD03.CR.HFLF.1.18	1.418427393405133
CDD03.CR.HFLF.2.00	4.603465357996383
CDD03.CR.HFLF.2.18	1.6555921632984847
CDD03.CR.HFLF.3.00	3.860907348586497
CDD03.CR.HFLF.3.18	1.1866934740765072
CDD03.CR.HFLF.4.00	5.2553056765112975
CDD03.CR.HFLF.4.18	1.3749508905441328
CDD03.CR.HFLF.5.00	4.042576314270604
CDD03.CR.HFLF.5.18	1.353623361216187
CDD03.CR.LFHF.1.00	4.654903624395643
CDD03.CR.LFHF.1.18	1.7125252067098298
CDD03.CR.LFHF.2.00	5.127034596467615
CDD03.CR.LFHF.2.18	1.957422071531037
CDD03.CR.LFHF.3.00	4.3267213549522445
CDD03.CR.LFHF.3.18	2.1008076850702033
CDD03.CR.LFHF.4.00	3.373516763794861
CDD03.CR.LFHF.4.18	2.4198949430667263
CDD03.CR.LFHF.5.00	4.1246618285728625
CDD03.CR.LFLF.1.00	4.2460660012460565
CDD03.CR.LFLF.1.18	1.692126999412995
CDD03.CR.LFLF.2.00	4.536910647013963
CDD03.CR.LFLF.2.18	1.5160751221975162
CDD03.CR.LFLF.3.00	4.528087817188223
CDD03.CR.LFLF.3.18	2.1219539645080943
CDD03.CR.LFLF.4.00	4.684708015353137
CDD03.CR.LFLF.4.18	1.207907446324562
CDD03.CR.LFLF.5.00	4.156934993828408
CDD03.CR.LFLF.5.18	1.6156254765547986
CDD03.Tc.Chow.1.00	4.379433664533753
CDD03.Tc.Chow.1.18	3.3171888765681956
CDD03.Tc.Chow.2.00	4.5686969913283715
CDD03.Tc.Chow.2.18	3.261556450815631
CDD03.Tc.Chow.3.00	5.1111511264909115
CDD03.Tc.Chow.3.18	3.0146038768260643
CDD03.Tc.Chow.4.00	4.796807215891988
CDD03.Tc.Chow.4.18	2.7665534625705575
CDD03.Tc.Chow.5.00	2.988527372942087
CDD03.Tc.Chow.5.18	3.520073180522384
CDD03.Tc.HFHF.1.00	4.115877113119469
CDD03.Tc.HFHF.1.18	2.4285953579573047
CDD03.Tc.HFHF.2.00	5.401753237192431
CDD03.Tc.HFHF.2.18	3.371286585817733
CDD03.Tc.HFHF.3.00	5.809103465946199
CDD03.Tc.HFHF.3.18	3.127132675414349
CDD03.Tc.HFHF.4.00	5.988741794814287
CDD03.Tc.HFHF.4.18	3.0474659509344417
CDD03.Tc.HFHF.5.00	5.517801000860354
CDD03.Tc.HFHF.5.18	2.841964412215969
CDD03.Tc.HFLF.1.00	5.119966554725702
CDD03.Tc.HFLF.1.18	2.3107781393622067
CDD03.Tc.HFLF.2.00	3.814863992174564
CDD03.Tc.HFLF.3.00	5.446172212382189
CDD03.Tc.HFLF.3.18	2.584051907302119
CDD03.Tc.HFLF.4.00	4.198881603141245
CDD03.Tc.HFLF.4.18	1.974574671611103
CDD03.Tc.HFLF.5.00	5.071563270055593
CDD03.Tc.HFLF.5.18	2.5850827258668976
CDD03.Tc.LFHF.1.00	5.121556800992648
CDD03.Tc.LFHF.1.18	1.5303752012659178
CDD03.Tc.LFHF.2.00	4.053654390601375
CDD03.Tc.LFHF.2.18	2.221827002039723
CDD03.Tc.LFHF.3.00	5.172450237863509
CDD03.Tc.LFHF.3.18	1.8341165919976874
CDD03.Tc.LFHF.4.00	5.126256540307875
CDD03.Tc.LFHF.4.18	1.433450002196633
CDD03.Tc.LFHF.5.00	4.1666608098113125
CDD03.Tc.LFHF.5.18	2.081654176507259
CDD03.Tc.LFLF.1.00	5.491409620457708
CDD03.Tc.LFLF.1.18	1.7201315011059501
CDD03.Tc.LFLF.2.00	4.221492390173974
CDD03.Tc.LFLF.2.18	1.7417298491574502
CDD03.Tc.LFLF.3.00	3.570544699803562
CDD03.Tc.LFLF.3.18	2.204498380901109
CDD03.Tc.LFLF.4.00	4.754786229944581
CDD03.Tc.LFLF.4.18	2.2694827734736833
CDD03.Tc.LFLF.5.00	4.92971256867953
CDD03.Tc.LFLF.5.18	2.0765919282326375
Chow1.050622	5.061934171263494
Chow1.070122	2.9722562889165722
Chow1.081222	5.559708652602007
Chow2.050622	4.9509894488803
Chow2.070122	2.523962857017152
Chow2.071522	2.561557847842186
Chow2.081222	4.249373548942593
Chow3.050622	5.161223343331371
Chow3.070122	2.7741106589576874
Chow3.071522	4.943093226709515
Chow3.081222	3.964303070900427
Chow4.050622	5.207246419117934
Chow4.081222	3.7615837307039284
Ctrl1.061722	3.26039516920734
Ctrl1.070122	2.1595041490382862
Ctrl1.071522	1.9339111579919723
Ctrl1.081222	2.2609800932489965
Ctrl2.060322	1.7917874440678285
Ctrl2.061722	2.9190141292270186
Ctrl2.070122	2.733925679859311
Ctrl2.071522	2.082901587744767
Ctrl2.081222	2.1651023958176663
Ctrl3.061722	3.4024778701314644
Ctrl3.070122	2.3733562462876625
Ctrl3.071522	2.317260179448921
Ctrl3.081222	1.9541427523504358
Ctrl4.070122	2.6095537699188776
Ctrl4.071522	1.7549315367546883
Ctrl5.061722	2.777056418830892
CtrlF1.050622	2.8464244059254478
CtrlF1.060322	2.842235020539379
CtrlF2.060322	1.8203515737518785
CtrlF2.061722	1.8064660956208487
CtrlF3.060322	2.3750800563530663
CtrlF3.061722	1.8661836488434282
CtrlF4.060322	2.4105534890523073
CtrlF4.061722	1.9930951664051821
CtrlF5.060322	2.489312180824379
W+F2.060322	2.0849459703423965
W+F4.060322	2.2389961729936205
WD-3.061722	2.0659932712111457
WD+1.081222	1.67956650973269
WD+F.081222	1.8672139957127354
WD1.060322	1.1724931086281767
WD1.070122	2.037265561844595
WD1.071522	0.586188949957209
WD2.060322	0.47573290965071086
WD2.061722	1.7285882141035949
WD2.070122	2.2848353808735262
WD2.071522	0.04676147354108995
WD3.060322	0.9850718739792585
WD3.070122	1.9449222084898081
WD3.071522	1.4876219080873048
WD4.060322	1.341294734531636
