	shannon_entropy
73.105.0813	2.273195854337523
73.106.0813	0.7920047163246966
73.107.0813	1.3173414658786657
73.111.0813	5.615916684540751
73.112.0813	4.723673191574287
73.113.0813	1.3472527191868848
73.114.0813	1.7554800517509195
73.115.0813	1.6458656787664778
73.117.0813	1.6115515420757442
73.98.0813	2.0618248572251874
74.100.0816	2.303587616162005
74.101.0816	2.743403523614663
74.102.0816	1.8477094657101252
74.103.0816	2.0598744896417234
74.105.0816	2.0341578258763238
74.106.0816	1.799093281651012
74.107.0816	1.0635526007629612
74.108.0816	1.2136014900108116
74.109.0816	1.7086072235323952
74.110.0816	6.1005242291698885
74.111.0816	1.621741670159588
74.113.0816	0.998485451927259
74.114.0816	2.708372448986237
74.115.0816	2.9909235625980233
74.116.0816	3.5863083871905888
74.117.0816	3.6699685228882095
74.98.0816	1.9554381138358585
74.99.0816	1.8462212861171383
75.106.0819	1.9846409791215955
75.108.0819	1.9522607445512308
75.109.0819	1.9897001778535672
75.113.0819	1.6950573977351953
75.114.0819	3.706422251246227
75.115.0819	3.282236210396035
75.116.0819	3.5901565965910316
75.117.0819	4.071495256520961
75.99.0819	2.364504754698472
Chow1.042122	3.831686086044862
Chow1.050622	5.148610912305918
Chow1.070122	2.9829621215493387
Chow1.081222	5.593199548786638
Chow2.042122	4.627989211303649
Chow2.050622	4.982268125025775
Chow2.070122	2.5094181302673237
Chow2.071522	2.5993472880911384
Chow2.081222	4.218370777969726
Chow3.042122	4.3417262254323505
Chow3.050622	5.147629270535219
Chow3.070122	2.7565596833771715
Chow3.071522	4.985240439818422
Chow3.081222	3.990924563149417
Chow4.042122	4.6899576932659075
Chow4.050622	5.2725072808560265
Chow4.081222	3.7519747761960174
Chow5.042122	4.63044845582618
Ctrl1.042122	2.6635181769578975
Ctrl1.061722	3.3037891128604957
Ctrl1.070122	2.1501215925279102
Ctrl1.071522	1.9473946108041535
Ctrl1.081222	2.249567975391203
Ctrl2.042122	4.245237282364059
Ctrl2.060322	1.8270982368376507
Ctrl2.061722	2.902942072195934
Ctrl2.070122	2.7472502441862656
Ctrl2.071522	2.084238133381429
Ctrl2.081222	2.1447602211308165
Ctrl3.042122	3.6015445696178214
Ctrl3.061722	3.3959626564187415
Ctrl3.070122	2.387028591123454
Ctrl3.071522	2.3514655712843444
Ctrl3.081222	1.9634945601448712
Ctrl4.042122	3.806340858336727
Ctrl4.070122	2.609563463261159
Ctrl4.071522	1.7257728444713185
Ctrl5.042122	3.4963509495541127
Ctrl5.061722	2.7703934320818737
CtrlF1.050622	2.8722548805283705
CtrlF1.060322	2.86041573879432
CtrlF2.060322	1.8237289516580741
CtrlF2.061722	1.805983414862909
CtrlF3.060322	2.399859720951882
CtrlF3.061722	1.824532965671041
CtrlF4.060322	2.3685086767610852
CtrlF4.061722	1.979589833690781
CtrlF5.060322	2.5013380503592177
W+F2.060322	2.045922404686685
W+F4.060322	2.242857373247128
WD-3.061722	2.040433353785132
WD+1.081222	1.6667295559780966
WD1.042122	3.720577065915275
WD1.060322	1.1638180300836778
WD1.070122	2.0266310190277146
WD1.071522	0.6154365074598644
WD2.042122	3.982128313718373
WD2.060322	0.45571181858154713
WD2.061722	1.7022986650588285
WD2.070122	2.3170581327299153
WD2.071522	0.0698878326321575
WD3.042122	4.043200360479779
WD3.060322	1.0184859816948022
WD3.070122	1.951683115907165
WD3.071522	1.4732174041654416
WD4.042122	3.687291927241892
WD4.060322	1.329035756899538
WD4.070122	2.078770213899506
WD4.071522	0.08421719755182311
WD5.042122	4.061067792925713
WD5.060322	0.22783718125857114
WD5.061722	1.5388727280626424
WD5.071522	0.17877532212592825
WDF2.061722	2.5904580485218274
WDF3.061722	2.3934026964538284
WDF4.061722	1.9034715087878014
